lindajohnson-11_lj001-0015;lindajohnson-11;lj001-0015;THE FORMS OF PRINTED LETTERS SHOULD BE BEAUTIFUL AND THAT THEIR ARRANGEMENT ON THE PAGE SHOULD BE REASONABLE AND A HELP TO THE SHAPELINESS OF THE LETTERS THEMSELVES;the forms of printed letters should be beautiful and that their arrangement on the page should be reasonable and a help to the shapeliness of the letters themselves;2
lindajohnson-11_lj001-0016;lindajohnson-11;lj001-0016;THE MIDDLE AGES BROUGHT CALLIGRAPHY TO PERFECTION AND IT WAS NATURAL THEREFORE;the middle ages brought calligraphy to perfection and it was natural therefore;2
lindajohnson-11_lj001-0017;lindajohnson-11;lj001-0017;THAT THE FORMS OF PRINTED LETTERS SHOULD FOLLOW MORE OR LESS CLOSELY THOSE OF THE WRITTEN CHARACTER AND THEY FOLLOWED THEM VERY CLOSELY;that the forms of printed letters should follow more or less closely those of the written character and they followed them very closely;2
lindajohnson-11_lj001-0018;lindajohnson-11;lj001-0018;THE FIRST BOOKS WERE PRINTED IN BLACK LETTER IE THE LETTER WHICH WAS A GOTHIC DEVELOPMENT OF THE ANCIENT ROMAN CHARACTER;the first books were printed in black letter ie the letter which was a gothic development of the ancient roman character;2
lindajohnson-11_lj001-0019;lindajohnson-11;lj001-0019;AND WHICH DEVELOPED MORE COMPLETELY AND SATISFACTORILY ON THE SIDE OF THE LOWERCASE THAN THE CAPITAL LETTERS;and which developed more completely and satisfactorily on the side of the lowercase than the capital letters;2
lindajohnson-11_lj001-0020;lindajohnson-11;lj001-0020;THE LOWERCASE BEING IN FACT INVENTED IN THE EARLY MIDDLE AGES;the lowercase being in fact invented in the early middle ages;2
lindajohnson-11_lj001-0021;lindajohnson-11;lj001-0021;THE EARLIEST BOOK PRINTED WITH MOVABLE TYPE THE AFORESAID GUTENBERG BIBLE IS PRINTED IN LETTERS WHICH ARE AN EXACT IMITATION;the earliest book printed with movable type the aforesaid gutenberg bible is printed in letters which are an exact imitation;2
lindajohnson-11_lj001-0022;lindajohnson-11;lj001-0022;OF THE MORE FORMAL ECCLESIASTICAL WRITING WHICH OBTAINED AT THAT TIME THIS HAS SINCE BEEN CALLED MISSAL TYPE;of the more formal ecclesiastical writing which obtained at that time this has since been called missal type;2
lindajohnson-11_lj001-0023;lindajohnson-11;lj001-0023;AND WAS IN FACT THE KIND OF LETTER USED IN THE MANY SPLENDID MISSALS PSALTERS ETC PRODUCED BY PRINTING IN THE FIFTEENTH CENTURY;and was in fact the kind of letter used in the many splendid missals psalters etc produced by printing in the fifteenth century;2
lindajohnson-11_lj001-0024;lindajohnson-11;lj001-0024;BUT THE FIRST BIBLE ACTUALLY DATED WHICH ALSO WAS PRINTED AT MAINTZ BY PETER SCHOEFFER IN THE YEAR FOURTEEN SIXTYTWO;but the first bible actually dated which also was printed at maintz by peter schoeffer in the year fourteen sixtytwo;2
lindajohnson-11_lj001-0025;lindajohnson-11;lj001-0025;IMITATES A MUCH FREER HAND SIMPLER ROUNDER AND LESS SPIKY AND THEREFORE FAR PLEASANTER AND EASIER TO READ;imitates a much freer hand simpler rounder and less spiky and therefore far pleasanter and easier to read;2
lindajohnson-11_lj001-0026;lindajohnson-11;lj001-0026;ON THE WHOLE THE TYPE OF THIS BOOK MAY BE CONSIDERED THE NEPLUSULTRA OF GOTHIC TYPE;on the whole the type of this book may be considered the neplusultra of gothic type;2
lindajohnson-11_lj001-0027;lindajohnson-11;lj001-0027;ESPECIALLY AS REGARDS THE LOWERCASE LETTERS AND TYPE VERY SIMILAR WAS USED DURING THE NEXT FIFTEEN OR TWENTY YEARS NOT ONLY BY SCHOEFFER;especially as regards the lowercase letters and type very similar was used during the next fifteen or twenty years not only by schoeffer;2
lindajohnson-11_lj001-0028;lindajohnson-11;lj001-0028;BUT BY PRINTERS IN STRASBURG BASLE PARIS LUBECK AND OTHER CITIES;but by printers in strasburg basle paris lubeck and other cities;2
lindajohnson-11_lj001-0029;lindajohnson-11;lj001-0029;BUT THOUGH ON THE WHOLE EXCEPT IN ITALY GOTHIC LETTER WAS MOST OFTEN USED;but though on the whole except in italy gothic letter was most often used;2
lindajohnson-11_lj001-0030;lindajohnson-11;lj001-0030;A VERY FEW YEARS SAW THE BIRTH OF ROMAN CHARACTER NOT ONLY IN ITALY BUT IN GERMANY AND FRANCE;a very few years saw the birth of roman character not only in italy but in germany and france;2
lindajohnson-11_lj001-0031;lindajohnson-11;lj001-0031;IN FOURTEEN SIXTYFIVE SWEYNHEIM AND PANNARTZ BEGAN PRINTING IN THE MONASTERY OF SUBIACO NEAR ROME;in fourteen sixtyfive sweynheim and pannartz began printing in the monastery of subiaco near rome;2
lindajohnson-11_lj001-0032;lindajohnson-11;lj001-0032;AND USED AN EXCEEDINGLY BEAUTIFUL TYPE WHICH IS INDEED TO LOOK AT A TRANSITION BETWEEN GOTHIC AND ROMAN;and used an exceedingly beautiful type which is indeed to look at a transition between gothic and roman;2
lindajohnson-11_lj001-0033;lindajohnson-11;lj001-0033;BUT WHICH MUST CERTAINLY HAVE COME FROM THE STUDY OF THE TWELFTH OR EVEN THE ELEVENTH CENTURY MSS;but which must certainly have come from the study of the twelfth or even the eleventh century mss;2
lindajohnson-11_lj001-0034;lindajohnson-11;lj001-0034;THEY PRINTED VERY FEW BOOKS IN THIS TYPE THREE ONLY BUT IN THEIR VERY FIRST BOOKS IN ROME BEGINNING WITH THE YEAR FOURTEEN SIXTYEIGHT;they printed very few books in this type three only but in their very first books in rome beginning with the year fourteen sixtyeight;2
lindajohnson-11_lj001-0035;lindajohnson-11;lj001-0035;THEY DISCARDED THIS FOR A MORE COMPLETELY ROMAN AND FAR LESS BEAUTIFUL LETTER;they discarded this for a more completely roman and far less beautiful letter;2
lindajohnson-11_lj001-0036;lindajohnson-11;lj001-0036;BUT ABOUT THE SAME YEAR MENTELIN AT STRASBURG BEGAN TO PRINT IN A TYPE WHICH IS DISTINCTLY ROMAN;but about the same year mentelin at strasburg began to print in a type which is distinctly roman;2
lindajohnson-11_lj001-0037;lindajohnson-11;lj001-0037;AND THE NEXT YEAR GUNTHER ZEINER AT AUGSBURG FOLLOWED SUIT;and the next year gunther zeiner at augsburg followed suit;2
lindajohnson-11_lj001-0038;lindajohnson-11;lj001-0038;WHILE IN FOURTEEN SEVENTY AT PARIS UDALRIC GERING AND HIS ASSOCIATES TURNED OUT THE FIRST BOOKS PRINTED IN FRANCE ALSO IN ROMAN CHARACTER;while in fourteen seventy at paris udalric gering and his associates turned out the first books printed in france also in roman character;2
lindajohnson-11_lj001-0039;lindajohnson-11;lj001-0039;THE ROMAN TYPE OF ALL THESE PRINTERS IS SIMILAR IN CHARACTER;the roman type of all these printers is similar in character;2
lindajohnson-11_lj001-0040;lindajohnson-11;lj001-0040;AND IS VERY SIMPLE AND LEGIBLE AND UNAFFECTEDLY DESIGNED FOR USE BUT IT IS BY NO MEANS WITHOUT BEAUTY;and is very simple and legible and unaffectedly designed for use but it is by no means without beauty;2
lindajohnson-11_lj001-0041;lindajohnson-11;lj001-0041;IT MUST BE SAID THAT IT IS IN NO WAY LIKE THE TRANSITION TYPE OF SUBIACO;it must be said that it is in no way like the transition type of subiaco;2
lindajohnson-11_lj001-0042;lindajohnson-11;lj001-0042;AND THOUGH MORE ROMAN THAN THAT YET SCARCELY MORE LIKE THE COMPLETE ROMAN TYPE OF THE EARLIEST PRINTERS OF ROME;and though more roman than that yet scarcely more like the complete roman type of the earliest printers of rome;2
lindajohnson-11_lj001-0043;lindajohnson-11;lj001-0043;A FURTHER DEVELOPMENT OF THE ROMAN LETTER TOOK PLACE AT VENICE;a further development of the roman letter took place at venice;2
lindajohnson-11_lj001-0044;lindajohnson-11;lj001-0044;JOHN OF SPIRES AND HIS BROTHER VINDELIN FOLLOWED BY NICHOLAS JENSON BEGAN TO PRINT IN THAT CITY;john of spires and his brother vindelin followed by nicholas jenson began to print in that city;2
lindajohnson-11_lj001-0045;lindajohnson-11;lj001-0045;FOURTEEN SIXTYNINE FOURTEEN SEVENTY;fourteen sixtynine fourteen seventy;2
lindajohnson-11_lj001-0046;lindajohnson-11;lj001-0046;THEIR TYPE IS ON THE LINES OF THE GERMAN AND FRENCH RATHER THAN OF THE ROMAN PRINTERS;their type is on the lines of the german and french rather than of the roman printers;2
lindajohnson-11_lj001-0047;lindajohnson-11;lj001-0047;OF JENSON IT MUST BE SAID THAT HE CARRIED THE DEVELOPMENT OF ROMAN TYPE AS FAR AS IT CAN GO;of jenson it must be said that he carried the development of roman type as far as it can go;2
lindajohnson-11_lj001-0048;lindajohnson-11;lj001-0048;HIS LETTER IS ADMIRABLY CLEAR AND REGULAR BUT AT LEAST AS BEAUTIFUL AS ANY OTHER ROMAN TYPE;his letter is admirably clear and regular but at least as beautiful as any other roman type;2
lindajohnson-11_lj001-0049;lindajohnson-11;lj001-0049;AFTER HIS DEATH IN THE FOURTEEN EIGHTIES OR AT LEAST BY FOURTEEN NINETY PRINTING IN VENICE HAD DECLINED VERY MUCH;after his death in the fourteen eighties or at least by fourteen ninety printing in venice had declined very much;2
lindajohnson-11_lj001-0050;lindajohnson-11;lj001-0050;AND THOUGH THE FAMOUS FAMILY OF ALDUS RESTORED ITS TECHNICAL EXCELLENCE REJECTING BATTERED LETTERS;and though the famous family of aldus restored its technical excellence rejecting battered letters;2
lindajohnson-11_lj001-0051;lindajohnson-11;lj001-0051;AND PAYING GREAT ATTENTION TO THE PRESS WORK OR ACTUAL PROCESS OF PRINTING;and paying great attention to the press work or actual process of printing;2
lindajohnson-11_lj001-0052;lindajohnson-11;lj001-0052;YET THEIR TYPE IS ARTISTICALLY ON A MUCH LOWER LEVEL THAN JENSON'S AND IN FACT;yet their type is artistically on a much lower level than jenson's and in fact;2
lindajohnson-11_lj001-0053;lindajohnson-11;lj001-0053;THEY MUST BE CONSIDERED TO HAVE ENDED THE AGE OF FINE PRINTING IN ITALY;they must be considered to have ended the age of fine printing in italy;2
lindajohnson-11_lj001-0054;lindajohnson-11;lj001-0054;JENSON HOWEVER HAD MANY CONTEMPORARIES WHO USED BEAUTIFUL TYPE;jenson however had many contemporaries who used beautiful type;2
lindajohnson-11_lj001-0055;lindajohnson-11;lj001-0055;SOME OF WHICH  AS EG THAT OF JACOBUS RUBEUS OR JACQUES LE ROUGE  IS SCARCELY DISTINGUISHABLE FROM HIS;some of which  as eg that of jacobus rubeus or jacques le rouge  is scarcely distinguishable from his;2
lindajohnson-11_lj001-0056;lindajohnson-11;lj001-0056;IT WAS THESE GREAT VENETIAN PRINTERS TOGETHER WITH THEIR BRETHREN OF ROME MILAN;it was these great venetian printers together with their brethren of rome milan;2
lindajohnson-11_lj001-0057;lindajohnson-11;lj001-0057;PARMA AND ONE OR TWO OTHER CITIES WHO PRODUCED THE SPLENDID EDITIONS OF THE CLASSICS WHICH ARE ONE OF THE GREAT GLORIES OF THE PRINTER'S ART;parma and one or two other cities who produced the splendid editions of the classics which are one of the great glories of the printer's art;2
lindajohnson-11_lj001-0058;lindajohnson-11;lj001-0058;AND ARE WORTHY REPRESENTATIVES OF THE EAGER ENTHUSIASM FOR THE REVIVED LEARNING OF THAT EPOCH BY FAR;and are worthy representatives of the eager enthusiasm for the revived learning of that epoch by far;2
lindajohnson-11_lj001-0059;lindajohnson-11;lj001-0059;THE GREATER PART OF THESE ITALIAN PRINTERS IT SHOULD BE MENTIONED WERE GERMANS OR FRENCHMEN WORKING UNDER THE INFLUENCE OF ITALIAN OPINION AND AIMS;the greater part of these italian printers it should be mentioned were germans or frenchmen working under the influence of italian opinion and aims;2
lindajohnson-11_lj001-0060;lindajohnson-11;lj001-0060;IT MUST BE UNDERSTOOD THAT THROUGH THE WHOLE OF THE FIFTEENTH AND THE FIRST QUARTER OF THE SIXTEENTH CENTURIES;it must be understood that through the whole of the fifteenth and the first quarter of the sixteenth centuries;2
lindajohnson-11_lj001-0061;lindajohnson-11;lj001-0061;THE ROMAN LETTER WAS USED SIDE BY SIDE WITH THE GOTHIC;the roman letter was used side by side with the gothic;2
lindajohnson-11_lj001-0062;lindajohnson-11;lj001-0062;EVEN IN ITALY MOST OF THE THEOLOGICAL AND LAW BOOKS WERE PRINTED IN GOTHIC LETTER;even in italy most of the theological and law books were printed in gothic letter;2
lindajohnson-11_lj001-0063;lindajohnson-11;lj001-0063;WHICH WAS GENERALLY MORE FORMALLY GOTHIC THAN THE PRINTING OF THE GERMAN WORKMEN;which was generally more formally gothic than the printing of the german workmen;2
lindajohnson-11_lj001-0064;lindajohnson-11;lj001-0064;MANY OF WHOSE TYPES INDEED LIKE THAT OF THE SUBIACO WORKS ARE OF A TRANSITIONAL CHARACTER;many of whose types indeed like that of the subiaco works are of a transitional character;2
lindajohnson-11_lj001-0065;lindajohnson-11;lj001-0065;THIS WAS NOTABLY THE CASE WITH THE EARLY WORKS PRINTED AT ULM AND IN A SOMEWHAT LESSER DEGREE AT AUGSBURG;this was notably the case with the early works printed at ulm and in a somewhat lesser degree at augsburg;2
lindajohnson-11_lj001-0066;lindajohnson-11;lj001-0066;IN FACT GUNTHER ZEINER'S FIRST TYPE AFTERWARDS USED BY SCHUSSLER IS REMARKABLY LIKE THE TYPE OF THE BEFOREMENTIONED SUBIACO BOOKS;in fact gunther zeiner's first type afterwards used by schussler is remarkably like the type of the beforementioned subiaco books;2
lindajohnson-11_lj001-0067;lindajohnson-11;lj001-0067;IN THE LOW COUNTRIES AND COLOGNE WHICH WERE VERY FERTILE OF PRINTED BOOKS GOTHIC WAS THE FAVORITE;in the low countries and cologne which were very fertile of printed books gothic was the favorite;2
lindajohnson-11_lj001-0068;lindajohnson-11;lj001-0068;THE CHARACTERISTIC DUTCH TYPE AS REPRESENTED BY THE EXCELLENT PRINTER GERARD LEEW IS VERY PRONOUNCED AND UNCOMPROMISING GOTHIC;the characteristic dutch type as represented by the excellent printer gerard leew is very pronounced and uncompromising gothic;2
lindajohnson-11_lj001-0069;lindajohnson-11;lj001-0069;THIS TYPE WAS INTRODUCED INTO ENGLAND BY WYNKYN DE WORDE CAXTON'S SUCCESSOR;this type was introduced into england by wynkyn de worde caxton's successor;2
lindajohnson-11_lj001-0070;lindajohnson-11;lj001-0070;AND WAS USED THERE WITH VERY LITTLE VARIATION ALL THROUGH THE SIXTEENTH AND SEVENTEENTH CENTURIES AND INDEED INTO THE EIGHTEENTH;and was used there with very little variation all through the sixteenth and seventeenth centuries and indeed into the eighteenth;2
lindajohnson-11_lj001-0071;lindajohnson-11;lj001-0071;MOST OF CAXTON'S OWN TYPES ARE OF AN EARLIER CHARACTER THOUGH THEY ALSO MUCH RESEMBLE FLEMISH OR COLOGNE LETTER;most of caxton's own types are of an earlier character though they also much resemble flemish or cologne letter;2
lindajohnson-11_lj001-0072;lindajohnson-11;lj001-0072;AFTER THE END OF THE FIFTEENTH CENTURY THE DEGRADATION OF PRINTING ESPECIALLY IN GERMANY AND ITALY;after the end of the fifteenth century the degradation of printing especially in germany and italy;2
lindajohnson-11_lj001-0073;lindajohnson-11;lj001-0073;WENT ON APACE AND BY THE END OF THE SIXTEENTH CENTURY THERE WAS NO REALLY BEAUTIFUL PRINTING DONE;went on apace and by the end of the sixteenth century there was no really beautiful printing done;2
lindajohnson-11_lj001-0074;lindajohnson-11;lj001-0074;THE BEST MOSTLY FRENCH OR LOWCOUNTRY WAS NEAT AND CLEAR BUT WITHOUT ANY DISTINCTION;the best mostly french or lowcountry was neat and clear but without any distinction;2
lindajohnson-11_lj001-0075;lindajohnson-11;lj001-0075;THE WORST WHICH PERHAPS WAS THE ENGLISH WAS A TERRIBLE FALLINGOFF FROM THE WORK OF THE EARLIER PRESSES;the worst which perhaps was the english was a terrible fallingoff from the work of the earlier presses;2
lindajohnson-11_lj001-0076;lindajohnson-11;lj001-0076;AND THINGS GOT WORSE AND WORSE THROUGH THE WHOLE OF THE SEVENTEENTH CENTURY SO THAT IN THE EIGHTEENTH PRINTING WAS VERY MISERABLY PERFORMED;and things got worse and worse through the whole of the seventeenth century so that in the eighteenth printing was very miserably performed;2
lindajohnson-11_lj001-0077;lindajohnson-11;lj001-0077;IN ENGLAND ABOUT THIS TIME AN ATTEMPT WAS MADE NOTABLY BY CASLON WHO STARTED BUSINESS IN LONDON AS A TYPEFOUNDER IN SEVENTEEN TWENTY;in england about this time an attempt was made notably by caslon who started business in london as a typefounder in seventeen twenty;2
lindajohnson-11_lj001-0078;lindajohnson-11;lj001-0078;TO IMPROVE THE LETTER IN FORM;to improve the letter in form;2
lindajohnson-11_lj001-0079;lindajohnson-11;lj001-0079;CASLON'S TYPE IS CLEAR AND NEAT AND FAIRLY WELL DESIGNED;caslon's type is clear and neat and fairly well designed;2
lindajohnson-11_lj001-0080;lindajohnson-11;lj001-0080;HE SEEMS TO HAVE TAKEN THE LETTER OF THE ELZEVIRS OF THE SEVENTEENTH CENTURY FOR HIS MODEL;he seems to have taken the letter of the elzevirs of the seventeenth century for his model;2
lindajohnson-11_lj001-0081;lindajohnson-11;lj001-0081;TYPE CAST FROM HIS MATRICES IS STILL IN EVERYDAY USE;type cast from his matrices is still in everyday use;2
lindajohnson-11_lj001-0082;lindajohnson-11;lj001-0082;IN SPITE HOWEVER OF HIS PRAISEWORTHY EFFORTS PRINTING HAD STILL ONE LAST DEGRADATION TO UNDERGO;in spite however of his praiseworthy efforts printing had still one last degradation to undergo;2
lindajohnson-11_lj001-0083;lindajohnson-11;lj001-0083;THE SEVENTEENTH CENTURY FOUNTS WERE BAD RATHER NEGATIVELY THAN POSITIVELY;the seventeenth century founts were bad rather negatively than positively;2
lindajohnson-11_lj001-0084;lindajohnson-11;lj001-0084;BUT FOR THE BEAUTY OF THE EARLIER WORK THEY MIGHT HAVE SEEMED TOLERABLE;but for the beauty of the earlier work they might have seemed tolerable;2
lindajohnson-11_lj001-0085;lindajohnson-11;lj001-0085;IT WAS RESERVED FOR THE FOUNDERS OF THE LATER EIGHTEENTH CENTURY TO PRODUCE LETTERS WHICH ARE POSITIVELY UGLY AND WHICH IT MAY BE ADDED;it was reserved for the founders of the later eighteenth century to produce letters which are positively ugly and which it may be added;2
lindajohnson-11_lj001-0086;lindajohnson-11;lj001-0086;ARE DAZZLING AND UNPLEASANT TO THE EYE OWING TO THE CLUMSY THICKENING AND VULGAR THINNING OF THE LINES;are dazzling and unpleasant to the eye owing to the clumsy thickening and vulgar thinning of the lines;2
lindajohnson-11_lj001-0087;lindajohnson-11;lj001-0087;FOR THE SEVENTEENTHCENTURY LETTERS ARE AT LEAST PURE AND SIMPLE IN LINE THE ITALIAN BODONI AND THE FRENCHMAN DIDOT;for the seventeenthcentury letters are at least pure and simple in line the italian bodoni and the frenchman didot;2
lindajohnson-11_lj001-0088;lindajohnson-11;lj001-0088;WERE THE LEADERS IN THIS LUCKLESS CHANGE THOUGH OUR OWN BASKERVILLE WHO WAS AT WORK SOME YEARS BEFORE THEM WENT MUCH ON THE SAME LINES;were the leaders in this luckless change though our own baskerville who was at work some years before them went much on the same lines;2
lindajohnson-11_lj001-0089;lindajohnson-11;lj001-0089;BUT HIS LETTERS THOUGH UNINTERESTING AND POOR ARE NOT NEARLY SO GROSS AND VULGAR AS THOSE OF EITHER THE ITALIAN OR THE FRENCHMAN;but his letters though uninteresting and poor are not nearly so gross and vulgar as those of either the italian or the frenchman;2
lindajohnson-11_lj001-0090;lindajohnson-11;lj001-0090;WITH THIS CHANGE THE ART OF PRINTING TOUCHED BOTTOM;with this change the art of printing touched bottom;2
lindajohnson-11_lj001-0091;lindajohnson-11;lj001-0091;SO FAR AS FINE PRINTING IS CONCERNED THOUGH PAPER DID NOT GET TO ITS WORST TILL ABOUT EIGHTEEN FORTY;so far as fine printing is concerned though paper did not get to its worst till about eighteen forty;2
lindajohnson-11_lj001-0092;lindajohnson-11;lj001-0092;THE CHISWICK PRESS IN EIGHTEEN FORTYFOUR REVIVED CASLON'S FOUNTS PRINTING FOR MESSRS LONGMAN THE DIARY OF LADY WILLOUGHBY;the chiswick press in eighteen fortyfour revived caslon's founts printing for messrs longman the diary of lady willoughby;2
lindajohnson-11_lj001-0093;lindajohnson-11;lj001-0093;THIS EXPERIMENT WAS SO FAR SUCCESSFUL THAT ABOUT EIGHTEEN FIFTY MESSRS MILLER AND RICHARD OF EDINBURGH;this experiment was so far successful that about eighteen fifty messrs miller and richard of edinburgh;2
lindajohnson-11_lj001-0094;lindajohnson-11;lj001-0094;WERE INDUCED TO CUT PUNCHES FOR A SERIES OF OLD STYLE LETTERS;were induced to cut punches for a series of old style letters;2
lindajohnson-11_lj001-0095;lindajohnson-11;lj001-0095;THESE AND SIMILAR FOUNTS CAST BY THE ABOVE FIRM AND OTHERS;these and similar founts cast by the above firm and others;2
lindajohnson-11_lj001-0096;lindajohnson-11;lj001-0096;HAVE NOW COME INTO GENERAL USE AND ARE OBVIOUSLY A GREAT IMPROVEMENT ON THE ORDINARY MODERN STYLE IN USE IN ENGLAND WHICH IS IN FACT THE BODONI TYPE;have now come into general use and are obviously a great improvement on the ordinary modern style in use in england which is in fact the bodoni type;2
lindajohnson-11_lj001-0097;lindajohnson-11;lj001-0097;A LITTLE REDUCED IN UGLINESS THE DESIGN OF THE LETTERS OF THIS MODERN OLD STYLE LEAVES A GOOD DEAL TO BE DESIRED;a little reduced in ugliness the design of the letters of this modern old style leaves a good deal to be desired;2
lindajohnson-11_lj001-0098;lindajohnson-11;lj001-0098;AND THE WHOLE EFFECT IS A LITTLE TOO GRAY OWING TO THE THINNESS OF THE LETTERS;and the whole effect is a little too gray owing to the thinness of the letters;2
lindajohnson-11_lj001-0099;lindajohnson-11;lj001-0099;IT MUST BE REMEMBERED HOWEVER THAT MOST MODERN PRINTING IS DONE BY MACHINERY ON SOFT PAPER AND NOT BY THE HAND PRESS;it must be remembered however that most modern printing is done by machinery on soft paper and not by the hand press;2
lindajohnson-11_lj001-0100;lindajohnson-11;lj001-0100;AND THESE SOMEWHAT WIRY LETTERS ARE SUITABLE FOR THE MACHINE PROCESS WHICH WOULD NOT DO JUSTICE TO LETTERS OF MORE GENEROUS DESIGN;and these somewhat wiry letters are suitable for the machine process which would not do justice to letters of more generous design;2
lindajohnson-11_lj001-0101;lindajohnson-11;lj001-0101;IT IS DISCOURAGING TO NOTE THAT THE IMPROVEMENT OF THE LAST FIFTY YEARS IS ALMOST WHOLLY CONFINED TO GREAT BRITAIN;it is discouraging to note that the improvement of the last fifty years is almost wholly confined to great britain;2
lindajohnson-11_lj001-0102;lindajohnson-11;lj001-0102;HERE AND THERE A BOOK IS PRINTED IN FRANCE OR GERMANY WITH SOME PRETENSION TO GOOD TASTE;here and there a book is printed in france or germany with some pretension to good taste;2
lindajohnson-11_lj001-0103;lindajohnson-11;lj001-0103;BUT THE GENERAL REVIVAL OF THE OLD FORMS HAS MADE NO WAY IN THOSE COUNTRIES;but the general revival of the old forms has made no way in those countries;2
lindajohnson-11_lj001-0104;lindajohnson-11;lj001-0104;ITALY IS CONTENTEDLY STAGNANT;italy is contentedly stagnant;2
lindajohnson-11_lj001-0105;lindajohnson-11;lj001-0105;AMERICA HAS PRODUCED A GOOD MANY SHOWY BOOKS THE TYPOGRAPHY PAPER AND ILLUSTRATIONS OF WHICH ARE HOWEVER ALL WRONG;america has produced a good many showy books the typography paper and illustrations of which are however all wrong;2
lindajohnson-11_lj001-0106;lindajohnson-11;lj001-0106;ODDITY RATHER THAN RATIONAL BEAUTY AND MEANING BEING APPARENTLY THE THING SOUGHT FOR BOTH IN THE LETTERS AND THE ILLUSTRATIONS;oddity rather than rational beauty and meaning being apparently the thing sought for both in the letters and the illustrations;2
lindajohnson-11_lj001-0107;lindajohnson-11;lj001-0107;TO SAY A FEW WORDS ON THE PRINCIPLES OF DESIGN IN TYPOGRAPHY;to say a few words on the principles of design in typography;2
lindajohnson-11_lj001-0108;lindajohnson-11;lj001-0108;IT IS OBVIOUS THAT LEGIBILITY IS THE FIRST THING TO BE AIMED AT IN THE FORMS OF THE LETTERS;it is obvious that legibility is the first thing to be aimed at in the forms of the letters;2
